userName,score,at,content,Day,Month,Year,Hour,Minute,Sec
Athori Uye,5,2024-08-28 07:24:17,Keren Bukalapak... Saran beri Livestream agar pembeli bisa dibuat pertimbangan,28,8,2024,7,24,17
Resi Sri,1,2024-08-28 06:50:40,Hampir kena penipuan. Nomor saya dipakai orang giliran mau dihapus akunnya malah saya yg harus keluar uang,28,8,2024,6,50,40
Jorna Bae,1,2024-08-28 06:40:59,"Makin TOLOL aja nih aplikasi, orang di paksa pake asuransi, klo mau bangkrut ya bangkrut aja, gak usah ngambil untung dari asuransi,, HARAM tau gak lo !!!",28,8,2024,6,40,59
Jeje Junaidi,5,2024-08-28 06:10:19,pemakaian bukalapak dlm bbrpa tahun ini ckup memuaskan hampir tdk ad kendala sukses selalu buat bukalapak,28,8,2024,6,10,19
Ariis Cell2,2,2024-08-27 18:48:29,Knpa skrg asuransi di wajibkan harusnya kasih pilihan,27,8,2024,18,48,29
abie satria,5,2024-08-27 13:25:42,"mohon maaf apk saya uninstal dulu karena ga ada kejelasan paylaternya, dan mohon pula karena saya belum sempat belanja",27,8,2024,13,25,42
Mukri Nuriyadi,5,2024-08-27 10:22:47,Trimakasih bukalapak . Saya peserta prakerja yang membeli pelatihan dari aplikasi bukalapak. Mohon untuk segera di bantu kelancaran laporan sertifikat ke dashboard prakerja.. Semoga bukalapak semakin jaya dan sukses.. Karna bukalapak sangat bermanfaat dan mudah mendapatkan apa saja dengan mudah...,27,8,2024,10,22,47
Nur Run,1,2024-08-27 10:09:26,"Awalnya bagus tapi lama lama jadi menyulitkan, coba telaah sendiri ya Bukalapak",27,8,2024,10,9,26
Ngaji Bareng,1,2024-08-27 09:36:52,Utk penggantian no hp yg sudah tidak aktif sangat lambat dan sangat ribet auto uninstall,27,8,2024,9,36,52
rendra anjasmara,5,2024-08-27 08:46:41,Keren,27,8,2024,8,46,41
Arif Lubis,3,2024-08-27 07:59:53,Transaksi berhasil tapi paket data sama pulsa ga masuk,27,8,2024,7,59,53
Athu Wiragun,5,2024-08-27 07:29:55,Beli barang dari Bukalapak cukup bagus,27,8,2024,7,29,55
Ekko Koko,5,2024-08-27 01:55:24,Lumayan cpt....,27,8,2024,1,55,24
Vanya Aurellia,1,2024-08-26 19:52:57,Gak sebagus Shopee dan Tokopedia.,26,8,2024,19,52,57
Family_Villa Batu,5,2024-08-26 16:27:02,Very nice for online shooping,26,8,2024,16,27,2
fino fentura,5,2024-08-26 14:50:28,"Sdh sangat bagus, namun knp paylater saya aktif tetapi di metode pembayaran tidak muncul??",26,8,2024,14,50,28
linda Wati,5,2024-08-26 14:27:48,Sangat bagus dan juga sangat bermanfaat..,26,8,2024,14,27,48
HEADBANGER 666,1,2024-08-26 12:42:10,Ini gimana saldo saya hilang 250.000 ada tagihan pembayaran tidak jelas.. saya minta saldo saya di kembalikan utuh,26,8,2024,12,42,10
Ahmad Faisal,1,2024-08-26 12:21:31,Kenapa saya tidak bisa mengganti nama!!!,26,8,2024,12,21,31
Muhammad Faris,3,2024-08-26 12:15:50,Tolong di perbaiki lagi Bukalapak saya mohon sekali,26,8,2024,12,15,50
Ganda Putra,1,2024-08-26 11:04:00,"CACAT GAK JELAS LELET LAMBAT sudah pelaporan kasus sesuai prosedur semua dilakukan ! Info nya akan mengembalikkan dana SLA 14 hari ,tapi sampai hari ini nggak ada kabar ! Hanya suruh menunggu dan cek mutasi, gajelas!!! 🤬 apa harus di viralkan dlu smpai benar² viral baru di tangani ?! TOLONG DONG ITU REPLY EMAILNYAA SAMPAI MANA PROSES NYA. KALAU SURUH NUNGGU UDAH HAMPIR 2 BULAN NIHH NUNGGU NYA MELEBIHI SLA YANG DI JANJIKAN",26,8,2024,11,4,0
Miyadi,1,2024-08-26 11:01:18,Jelek CS gk respon saldo bank terpotong tpi dana gk masuk..asli jelek amat ini aplikasi,26,8,2024,11,1,18
Fajar S Marsinggih,1,2024-08-26 10:36:37,"Barang di cancel pelapak tapi dana tak kunjung balik.. Dah beberapa kali komplain via live chat jawabannya: cs pada sibuk semua.. Akhirnya Uninstall aja pake toko ijo, orange, biru lebih nyaman",26,8,2024,10,36,37
sembiring pandia,1,2024-08-26 10:07:22,Hapus aja aplikasi lu ini tololll Pemberitahuan lu kaya sampah Gada gunanya Aplikasi udah berfungsi masih d pake,26,8,2024,10,7,22
Abdul Aziz Asry,5,2024-08-26 05:42:04,Aplikasi Paling Mantabz,26,8,2024,5,42,4
Pengguna Google,5,2024-08-26 05:25:12,"Dari pertama ada bukalapak, selalu blanja di Bukalapak, harga miring barang ORI, pelapaknya jujur gak sprti di sebelah kecuali jika saya salah order, meskipun banyak platfom blanja online baru, tapi gak pernah tertatarik, selalu puas APALAGI BUKALAPAK PLATFORM ANAK NEGERI, Bukalapak dan pelapak juga kurir smoga makin jaya produk Indonesia👍👍👍👍 Cuma SEKARANG BANYAK yg GAK JUJUR, PENGEMBALIAN BARANG RIBET TERUTAMA PAS MAU KLIK BUKASEND, LALU KONTAK OPERATOR/ADMIN BL GAK ADA YG NYAMBUNG.",26,8,2024,5,25,12
muzaini aini keseharianku,5,2024-08-26 02:52:40,Sesuai brng nya,26,8,2024,2,52,40
Trisna Sari,5,2024-08-25 19:22:06,Mitra bukalapak nya oke banget,25,8,2024,19,22,6
NUR S 1993,5,2024-08-25 12:30:56,Driver,25,8,2024,12,30,56
Panji Mulyana,5,2024-08-25 11:55:13,oke,25,8,2024,11,55,13
Humaira Arifah,2,2024-08-25 10:30:05,"Gak pesen apa"" Tau saldo sudah di ambil ajh,",25,8,2024,10,30,5
Tu Siwan,5,2024-08-25 02:27:13,Mantap,25,8,2024,2,27,13
yon siswanto234,5,2024-08-25 02:27:01,Sipppo,25,8,2024,2,27,1
iwan setiawan,5,2024-08-25 00:15:27,Mantap,25,8,2024,0,15,27
Ahmad M,4,2024-08-24 23:39:53,Siip,24,8,2024,23,39,53
Iqmal avvandi,2,2024-08-24 20:35:12,Sekarang Bukalapak makin kagak jelas.. sistem nya hancur.. jangan kan peningkatan malah.. makin hancur.,24,8,2024,20,35,12
Erlangga Riksan,1,2024-08-24 19:12:23,bego tolol,24,8,2024,19,12,23
Serasi Official Store,5,2024-08-24 17:50:29,Versi sebelumnya sangat berat. Versi terbaru saat ini 5.44.0 .cukup ringan di hp saya jadul ram 2gb. Dan paling ringan diantara online shop yg ada di indonesia Goodjob,24,8,2024,17,50,29
pande sanjaya,5,2024-08-24 16:25:04,Bukalapak aplikasi toko online terpercaya ❤️,24,8,2024,16,25,4
The good. Zrt,5,2024-08-24 09:41:38,"Biasanya klau belanja ku pakai buka lapak suamiku, ini ku mau buka akun sendiri",24,8,2024,9,41,38
Samsudin,5,2024-08-24 08:33:54,Oke,24,8,2024,8,33,54
Sugeng Harianto,5,2024-08-24 06:46:03,jos gandos,24,8,2024,6,46,3
Adis Syahputra,1,2024-08-24 03:47:38,Banyak yang mencuri saldo mengatas namakan bukalapak..pihak bukalapak tidak bertanggung jawab contohnya saya saldodana saya ketarik 251 000 tanpa transaksi apapun dan anehnya secara otomatis saldo dana di ambil,24,8,2024,3,47,38
fatimah zahra,1,2024-08-24 03:32:36,Jgn mau ikut serbu seru penipuan,24,8,2024,3,32,36
Agus Salam,1,2024-08-23 18:47:24,Tolong data atas nama agus salam di hapus ya kak... Di karnakan pinjaman ditolak.. trimakasih,23,8,2024,18,47,24
Alkhalifi Zikrihamizan,1,2024-08-23 18:24:50,buka lapak ni parah saldo dana saya ludes di ambil smua..pdhal saya ga ngambil apa apa apk nya pun saya ga punya.malah lngsung trhubung sama akun dana ludes di ambil otomatis,23,8,2024,18,24,50
heni nurdiati,5,2024-08-23 17:31:45,Good,23,8,2024,17,31,45
CAHAYA KOESIDA,5,2024-08-23 16:28:03,Ok memnantu,23,8,2024,16,28,3
Putra Gifari Faldy T,5,2024-08-23 14:34:06,Mantap,23,8,2024,14,34,6
Supian,1,2024-08-23 14:13:50,Pengiriman paket terlalu lama nga kaya d soppe Ama d Lazada paling lambat 3 hari d Bukalapak 6 hari baru nyampe klw bisa tolong d tingkatkan kembali pengiriman nya ..,23,8,2024,14,13,50
Asmorohadi Hadi,5,2024-08-23 14:01:02,Aplikasi yg sangat saya rekomendasikan untuk belanja online,23,8,2024,14,1,2
F R “Kamerun” Htsoit,5,2024-08-23 11:16:16,Buka lapak memang save,23,8,2024,11,16,16
mahardika channel,5,2024-08-23 09:56:21,Bagus sekali kak,23,8,2024,9,56,21
ichwansyah ichwansyah,5,2024-08-23 09:35:58,"Terimakasih bukalapak, alhamdulilillah tidak mengecewakan, dgn lion parsel sangat cepat sampainya.",23,8,2024,9,35,58
H. Herdiana,5,2024-08-23 09:24:55,Semakin mantap.,23,8,2024,9,24,55
MOH. SULTHON,5,2024-08-23 09:12:53,Ok,23,8,2024,9,12,53
Ferry Nur Julian,5,2024-08-23 08:03:28,Aplikasi bagus,23,8,2024,8,3,28
izki maffela,2,2024-08-23 07:14:23,Paylater ko hilang yah,23,8,2024,7,14,23
Umi Sa'diyah,1,2024-08-23 03:55:42,Saya sangat kecewa sekali utk masalah pencairan DANA dari akun sy yg di sabotase pencuri sdh mau 3 bln tp msh menunggu trs blm ada kejelasan sampe kpnnnn ....,23,8,2024,3,55,42
ekoOne Agent Property,5,2024-08-22 16:16:38,Aman dan terpercaya,22,8,2024,16,16,38
Bergerak Berontak,5,2024-08-22 10:42:43,Barang nya bagus bagus gw suka...,22,8,2024,10,42,43
Warsito Abdullah,5,2024-08-21 19:30:08,Tingkatkan terus pelayanan buat pengguna dan maju terus buat Buka Lapak semakin di depan,21,8,2024,19,30,8
Aceng apud,1,2024-08-21 18:44:53,Aplikasi apaan kaya gini saldo dana gua ke sedot sendiri ga jelas banget..tolong dong..gimana caranya supaya saldo dana gua kembali dlgo,21,8,2024,18,44,53
Hemat Cuan,1,2024-08-21 16:02:55,"Proses formulir daftar sebagai penjual terlalu banyak data yang di isi sangat beresiko,sudah isi data formulir keterangan proses paling lama 5 hari sudah 10 hari lebih masi belum keterangan yang sama. tidak sama dengan marketplace lain tidak sampai 30 menit sudah bisa digunakan.",21,8,2024,16,2,55
Herwin Gunawan,1,2024-08-21 14:41:10,Bukabantuan jelek pelayanan,21,8,2024,14,41,10
Azev Drs,5,2024-08-21 13:49:45,mantappppp,21,8,2024,13,49,45
SARFARAZ MUNIR,5,2024-08-21 13:02:37,"Gk lola, cepet bgt, tgl perbanyak bonus vocer 😁",21,8,2024,13,2,37
dang kom,5,2024-08-21 12:26:53,mantap,21,8,2024,12,26,53
Alfalendra Hilal,5,2024-08-21 11:49:59,Sllu terbaik dri dulu,21,8,2024,11,49,59
Bambang Jo,5,2024-08-21 10:27:07,Da best 🔥🔥🔥,21,8,2024,10,27,7
Mukhammad Ainul Yaqin,1,2024-08-21 06:27:39,Cie cie cie jualannya yang laku koin judi ni yeeeeeer,21,8,2024,6,27,39
ARIPNUR,1,2024-08-21 06:03:15,"APLIKASI RIBET, BILANGNYA KEPUASAN PELANGGAN YG UTAMA, TAPI TIAP COMPLAIN GAK PERNAH ADA SOLUSI! DAN TOLONG KALIAN BERITAHU ITU YA KE CS KALIAN, KALAU ADA USER COMPLAIN ITU DI HANDLE DAN DIBERIKAN SOLUSI. SAYA BERKALI KALI HUBUNGI CS UNTUK MINTA BANTUAN MALAH DI END CHAT TERUS!",21,8,2024,6,3,15
Marzuki,2,2024-08-21 01:48:42,Mantap deh pokoknya,21,8,2024,1,48,42
Prayuda aditya,1,2024-08-20 22:00:28,Aplikasi Bukalapak semakin tidak berguna Saya udh 10 thn pake Skrg aplikasi nya semakin payah Barang sama ongkir terlalu mahal Beda sama yang sebelah Terimakasih udh menemani saya selama 10 thn,20,8,2024,22,0,28
Hidayat Lampung,5,2024-08-20 14:47:34,Ok Punya Negeri Kita Sendiri👍,20,8,2024,14,47,34
lukman arif,5,2024-08-20 13:02:57,Bagus,20,8,2024,13,2,57
Miko Bandung Vlogs,5,2024-08-20 12:28:38,BL terbaik,20,8,2024,12,28,38
Raidah Purnamasari,5,2024-08-20 12:16:59,"mantaph apk nya,gampang nyari produk,sejauh ini sangat bagus👍🏻😍 belanja lebih mudah",20,8,2024,12,16,59
anjez maulana,5,2024-08-20 12:12:03,belanja lebih enak,20,8,2024,12,12,3
Asma Allah,5,2024-08-20 11:27:23,memudahkan pengguna nya..t o p,20,8,2024,11,27,23
Ragil Handoyo,5,2024-08-20 08:17:27,Good,20,8,2024,8,17,27
Agni_ Pulsa,5,2024-08-20 07:13:33,Mantep,20,8,2024,7,13,33
Dede Bagus Sarip,5,2024-08-20 06:39:52,"Selama saya berlangganan dengan bukalapak, alhmdulillah saya tidak pernah kecewa, smoga semakin sukses dan berkembang lebih maju... Amiiiinnnn.....",20,8,2024,6,39,52
wahyudi adi,5,2024-08-20 06:07:32,Buka lapak oke,20,8,2024,6,7,32
Rafika Aruan,5,2024-08-20 05:10:53,Keren ada serbu serunya walaupun ga bakal menang jg,20,8,2024,5,10,53
Arfan Respati Widjaya,1,2024-08-20 04:35:32,"Gilaa cuy harga barang2 dibukalapak sungguh diluar nurul!!! Yg Recommended mending pake si oren atw si hijau aja, dibukalapak kebanyakan anak firaun semua! 🤣🤣 Dan khsusus masukan buat bukalapak sistem nya diperbaharui lg dibkin semakin canggih lg, aplikasi sebelah tiap penarikan dana ataupun transaksi itu hitungan detik dan menit udh done ini lemott bngt.. skelas bukalapak masa pake server nya masih manual..",20,8,2024,4,35,32
Iqbal N Shihab,4,2024-08-20 01:51:58,Sebenarnya sudah bagus,20,8,2024,1,51,58
Ari Yono,1,2024-08-19 20:23:21,Anjir tiba tiba dana terpotong padahal ga melakukan transaksi masa tiba tiba dana ilang kan sial,19,8,2024,20,23,21
Herman Negara,1,2024-08-19 19:56:07,Mantap.....,19,8,2024,19,56,7
Irwanto Irwan,4,2024-08-19 14:16:57,Saya sudah di tipu ..Bukalapak Uangsaya di ambil secara otomatis Padahal saya gak pernah bertransaksi yang bersangkutan Tolong kembalikan uang saya.. Saya tidak pernah yang namanya ada tagihan atau transaksi penbelian lainnya Tolong profesional aja,19,8,2024,14,16,57
Meow Nigga,5,2024-08-19 14:05:37,Wutehel,19,8,2024,14,5,37
ksatria bergitar,1,2024-08-19 13:49:43,Aplikasi biadap payleter nya ga da gw udah bayar,19,8,2024,13,49,43
chandra apriyanto,5,2024-08-19 12:53:51,Ok,19,8,2024,12,53,51
norma sari,1,2024-08-19 08:06:31,Saya dirugikan dg memakai aplikasi bukalapak sbb penjual menyarankan untk memesan memakai order.. Begitu order penjual menghrskan mengisi saldo didana sesuai orderan begitu diisi saldo langsung terkuras hbs...mohon ditindaklanjuti oknum2 penipu...trimkasih,19,8,2024,8,6,31
Fika Osinawa,5,2024-08-19 06:28:50,app nya ringan,19,8,2024,6,28,50
C Fahrizal,1,2024-08-19 04:31:27,"beli pulsa di bukalapak,duit gaada pulsa gaada.pengaduan ke cs gaada solusi",19,8,2024,4,31,27
Asep Solihin (Ram),3,2024-08-19 03:12:03,hrus menganai ongkir kirim gratis disamain sama aplikasi yg lain,19,8,2024,3,12,3
A'an Daha,5,2024-08-19 01:39:28,Sangat bermanfaat untuk membeli pelatihan atau kelas prakerja sangat membantu bukalapak ini...terima kasih sangat bagus dan bermaanfaat sekali ...,19,8,2024,1,39,28
Muhammad Takbir,2,2024-08-18 23:40:11,KEMBANGKAN.,18,8,2024,23,40,11
Syahda bf Syahda bf,5,2024-08-18 18:35:29,Ok,18,8,2024,18,35,29
Aweks 135,1,2024-08-18 16:47:00,"Dri dulu pke BL,blum pernah dpet discon/Gratis ongkir. Mf skrg gk lagi,karna toko sebelah harga lebih murah,barang lengkap,ada discon,ada gratis ongkir ny juga.by",18,8,2024,16,47,0
Ko Ko,5,2024-08-18 07:53:16,Apk nya mantep poll aku kasi bintang 5 deh,18,8,2024,7,53,16
Wasit Awan,1,2024-08-18 06:23:35,"Udah nonaktifkan sicepat ttp aja aktif sendiri, dan paket yg kalau pakai jnt, jne, shopee express itu 1kg, pakai sicepat jadi 2 kg, hadeuuhh",18,8,2024,6,23,35
Suneo Suneoo,5,2024-08-18 04:20:19,"Mantap bro mempermudah dalam berbelanja dan mencari barang yg dibutuhkan, tidak takut kehabisan quota..gak takut telat bayar",18,8,2024,4,20,19
asryenzi romdhon,5,2024-08-17 17:27:10,Sangat membantu sekali,17,8,2024,17,27,10
Jaka Tingkir,1,2024-08-17 15:33:46,Bintang satu jauh lebih baik dari pada tidak sama sekali. Pikir sendiri kelemahannya apa,17,8,2024,15,33,46
Nurbaiti,5,2024-08-17 15:13:48,"Pelayanan Bukalapak sangat baik, apalagi dalam pembelian pelatihan untuk program Prakerja. Sistemnya praktis dan tidak rumit, terimakasih Bukalapak dan sukses terus 👍👍😊😊",17,8,2024,15,13,48
tri yono,4,2024-08-17 11:53:37,Mempermudah pembayaran,17,8,2024,11,53,37
Ade Indra,1,2024-08-17 09:53:42,Heran deh payleter ada tetapi tidak bisa di gunakan karn tidak ada fiktur pembayaran dengan payleter aneh kan,17,8,2024,9,53,42
Novita Dwi Maulidia,5,2024-08-17 08:18:44,Bagus,17,8,2024,8,18,44
Dewi Safitri,5,2024-08-17 06:55:50,Bagus,17,8,2024,6,55,50
GEN tuba,5,2024-08-17 00:34:36,Mantap,17,8,2024,0,34,36
zhan rossi,5,2024-08-17 00:11:00,"sangat cepat dlm membuka tampilan layar nya,tdk terlalu banyak loading.",17,8,2024,0,11,0
Naza Aulia,1,2024-08-17 00:02:32,flash deal jam berikutnya skrg tdk ditampilkan,17,8,2024,0,2,32
Rofli Safirin,1,2024-08-16 19:50:21,Hapus saja limit paylaternya percuma tdak bisa digunakan,16,8,2024,19,50,21
Muhammad Rum,5,2024-08-16 14:23:30,👍👍👍👍👍,16,8,2024,14,23,30
Zaki Channel,3,2024-08-16 11:42:42,"Untuk pedagang dibukalapak terlalu kejam, ada pelanggaran langsung dibekukan lapaknya gak bisa jualan lagi, harusnya produk yg melanggar dihapus otomatis dari sistem, jgn langsung dibekukan semua produk.gak seperti toko sebelah.",16,8,2024,11,42,42
Deva,5,2024-08-16 11:36:30,Mantap deh,16,8,2024,11,36,30
Aryan Yudhistira,5,2024-08-16 11:01:56,Mantap,16,8,2024,11,1,56
Bapa Haikal,5,2024-08-16 10:12:12,"Tiba sesuai estimasi,tidak ada kerusakan barang dan sesuai pesanan",16,8,2024,10,12,12
Gro Gro,2,2024-08-16 10:07:48,minta update kok maksa,16,8,2024,10,7,48
Yuli Fox,5,2024-08-16 06:24:10,ora pateken,16,8,2024,6,24,10
Clarissa Veronika,5,2024-08-16 05:28:42,"Gagal terus menghubungkan akun dana , gimana solusi ny",16,8,2024,5,28,42
randi rama,1,2024-08-16 01:18:28,"Baru nyobain, pengguna baru gak dapat apa2, gak ada gratis ongkir atopun diskon",16,8,2024,1,18,28
ok sip lah,1,2024-08-16 00:10:57,Biaya kirim mahal,16,8,2024,0,10,57
Pengguna Google,1,2024-08-15 19:10:37,Punya paylater 500rb doang aja sekarang gak bisa dipake.. 😂😂😂,15,8,2024,19,10,37
Safei Bin Rafi,3,2024-08-15 17:49:58,"Saya atas nama Sapei pada hari ini Jumat tgl.16 Agustus 2024 Jam.00.48 Wib minta uang dari aplikasi Bukalapak bukan pinjam bukan utang, tapi minta uang sedikasihnya.",15,8,2024,17,49,58
Mursal Khalid,2,2024-08-15 13:22:13,"Semangkin lama semangkin buruk aplikasi bukalapak, setiap mau buka aplikasi selalu tampil iklan yang tidak bisa di close, mau mencopot akun danapun sulit.",15,8,2024,13,22,13
Anang Nugraha,5,2024-08-15 07:39:24,Jadi Ga Ragu Beli Online Yang Bisa Dipercaya Hanya Buka Lapak,15,8,2024,7,39,24
Tarmuji Tara,5,2024-08-15 05:18:53,Bisa buat langganan beli barang kebutuhan sehari-hari,15,8,2024,5,18,53
Zuhri Zuhri,1,2024-08-15 01:52:09,"Akun di nonaktifkan, punya no hp cuma 1. Email cuma 1. Fix dah gak bisa lagi. Padahal cuma pembeli. Fix lebih bagus tokped sma shopee",15,8,2024,1,52,9
Agus Ruhiat,1,2024-08-14 23:31:36,Terjadi 2x transaksi padahal saya tidak pernah transaksi dalam kurun waktu 3 bulan ini ????,14,8,2024,23,31,36
Sigit Suherman,5,2024-08-14 23:30:54,👍,14,8,2024,23,30,54
Rebana Terbang,5,2024-08-14 21:12:01,Kak buka lapak saya kok gak bisa pake jasa jne reguler sama wahana,14,8,2024,21,12,1
jaypull game,1,2024-08-14 19:08:32,Akun saya di bajak tidak ada tanggapan,14,8,2024,19,8,32
Permana Irfan,4,2024-08-14 16:37:53,Good,14,8,2024,16,37,53
TitoShinta Family,5,2024-08-14 16:04:11,Manteup pisan,14,8,2024,16,4,11
Azwar Bengkel Las,1,2024-08-14 14:59:32,"untuk verifikasi masuk ke akun melalui email OTP TIDAK PERNAH DIKIRIM padahal sudah di tunggu dan di ulang berkali kali. kecewa berat dengan BUKALAPAK, padahal kalo di tempat belanja lain cepat sekali proses verifikasinya.",14,8,2024,14,59,32
Muhammad Al Fatih,2,2024-08-14 14:43:58,Mau live chat susah sekali k mau menanyakan daftar jadi pelapak sudah 1minggu belum ada pemberitahuan Tlg di permudah chat live ya k,14,8,2024,14,43,58
Doni Aqbar,1,2024-08-14 13:40:15,"Jgn pake bukalapak tarik semua duit kalian di situ ka gak mau kejadian SMA kya aq. Mohon maaf atas ketidaknyamanan yang Anda alami. Perihal kendala Anda terkait adanya transaksi yang tidak Anda lakukan, dapat Kami informasikan bahwa kami tidak dapat membantu pengembalian dana dikarenakan saat laporan Anda masuk, dana telah digunakan sejak 13/08/2024 pukul 05:54 WIB. Sehingga saldo Anda sudah tidak ada di Bukalapak.",14,8,2024,13,40,15
Dian Juliansyah,5,2024-08-14 13:11:19,"Saya ga perlu jelaskan apa kekurangan dari aplikasi bukalapak.yg jelas aplikasi ini sudah sepi pengunjung dan banyak seller yg pindah jualannya krna management bukalapak yg makin amburadul ga jelas.promo2 sudah ketinggalan jaman bahkan ga bisa dipakai.klo emang aplikasi ini mau bangkit dan ga mau tergusur oleh e-commerse besar yg lain harus perbaiki lagi management kalian yg bobrok itu.perbanyak promo2 yg real,sistem pembayaran yg lengkap,cashback yg real,dan gratis ongkos kirim yg lebih berani",14,8,2024,13,11,19
Agus Bayu,5,2024-08-14 10:26:59,Sangat Memuaskan keren banget,14,8,2024,10,26,59
Yeni Eca,5,2024-08-14 09:48:08,Mantap lah,14,8,2024,9,48,8
jaja New,1,2024-08-14 03:17:15,"Apk GK jelas saldo saya tiba"" di ambil",14,8,2024,3,17,15
Nas Ruloh,1,2024-08-14 01:23:52,Aplikasi kagak jelas gk bertanggung jawab punya tagihan ngga tiba tiba saldo dana saya di retas 680 ribu padahal instal bukalapak aja kagak tiba tiba saldo dana di ambil bukalapk dari tidak bertanggung jawab,14,8,2024,1,23,52
Heri Dhoedoe R Kacamaya (Heri),5,2024-08-13 18:20:28,Mantaaabb,13,8,2024,18,20,28
Fitri Fitri,1,2024-08-13 12:34:26,Buka lapak.bangkrut sampe playlater nya aja putus kerja sama nya,13,8,2024,12,34,26
Musri edhy,5,2024-08-13 11:15:48,Ok,13,8,2024,11,15,48
Edho Taufik,5,2024-08-13 10:53:15,Ok banget,13,8,2024,10,53,15
akhmad abidin,5,2024-08-13 08:30:47,"Respon bagus dan bertanggung jawab atas transaksi berjalan.kenapa muncul sesuatu yang menghalangi untuk membuka aplikasi,",13,8,2024,8,30,47
Mulato Wicaksono Jati,1,2024-08-13 08:14:05,"Aplikasi tidak bisa terbuka, tidak bisa koneksi dengan internet. Saat saya buka ada tulisannya tidak ada koneksi internet, padahal sinyal dan kuota saya penuh",13,8,2024,8,14,5
Retro Aisi,2,2024-08-13 06:34:26,"Tak tambah 1 ,biar gak error' apkne.wong buat buka yg lain lancar...eeh pas buka BL ""tidak ada koneksi internet""😡👺👹🥶",13,8,2024,6,34,26
Catur Priyatmoko,1,2024-08-13 05:42:42,Mau ganti nomor hp aja ribet.... muter-muter ke halaman bantuan,13,8,2024,5,42,42
Syarol Syarol,1,2024-08-13 04:54:45,Playlater gak bisa pakai lagi... Sudah hampir 3 tahun ... Pindah market gua.. bintang auto 1,13,8,2024,4,54,45
ezy charisma,5,2024-08-13 04:53:13,dalam jenis pembayaran ok smua sih.. cuma kadang barang yang di inginkan ngga ada.. kurang komplit,13,8,2024,4,53,13
Nanda Fungliku,1,2024-08-13 03:47:58,"Maf, Saya nggk ada menstujui pembayaran di Bukalapak, Kenapa saldo saya di dana di potong, Tolong balikin saldo saya",13,8,2024,3,47,58
Rey Saibulan,5,2024-08-13 01:06:08,"Pembelian kelas prakerja sangat mudah,trimksih bukalapak",13,8,2024,1,6,8
Salsabila Candrasmurti,5,2024-08-13 00:38:18,no problemo aman aman saja,13,8,2024,0,38,18
Nico spt,4,2024-08-12 16:08:17,cukup bagus.namun sayang sering lelet.Dan tiap membuka Aplikasi buka lapak selalu muncul Update versi yg terbaru.sudah 3 kali sehari saya update .setelah keluar dan coba membuka kembali aplikasinya diminta update lagi.sampai kapan minta3 update tiap membuka appnya.tolong di tinjau lagi trims...,12,8,2024,16,8,17
Surya Abdul,1,2024-08-12 15:20:42,"Harga nya mahal semua, mendingan aku copot apk ini",12,8,2024,15,20,42
Latifanz TM,5,2024-08-12 12:34:42,kenapa pembayarannya ditolak?,12,8,2024,12,34,42
ajad sudrajat,5,2024-08-12 12:29:52,Barang sesuai pesananan! Mantap!,12,8,2024,12,29,52
Hafidz Wijaya,1,2024-08-12 12:14:41,sya pelanggan setia bukalapak dari transakti jual beli smp semuanya pakai bukalapak.tp semenjak paylater hilang tidak bisa d akses ongkir jadi malah.sya pindah ke si ijo dan si orange..kecewa saya sekarang bukanya lebih baik malah lebih buruk....,12,8,2024,12,14,41
Septanti Puspita,5,2024-08-12 12:08:19,"Pelatihan lengkap,mudah",12,8,2024,12,8,19
Amri Pradana,5,2024-08-12 11:54:27,"Bagus sih,sayang paylater nya udah ga bisa dipakai",12,8,2024,11,54,27
dyanz,1,2024-08-12 11:42:46,"pas bayar pake rekening, Giliran pesanan dibatalkan mau ditarik uangnya malah dipaksa pake aplikasi Dana, yg premium pula... uninstall aja ribet bel...",12,8,2024,11,42,46
juana nastari,5,2024-08-12 11:23:07,Bagus,12,8,2024,11,23,7
Mas Blodox's,5,2024-08-12 10:10:10,Sangat membantu,12,8,2024,10,10,10
eko handoyo,5,2024-08-12 09:25:27,Ok,12,8,2024,9,25,27
Heal_ Me,5,2024-08-12 08:18:29,"Pinasa shop bekasi kirim kaos rusak, harga kaos 99.000. Makin lama makin banyak pedagang yg menipu.",12,8,2024,8,18,29
Masrunisme,1,2024-08-12 07:55:55,apk lucu,12,8,2024,7,55,55
chanul,1,2024-08-12 07:51:15,Paylater ga fungsi !!!,12,8,2024,7,51,15
D2 Bambang,5,2024-08-12 05:35:44,bayar PBB melalui Bukalapak cepat dan hemat waktu,12,8,2024,5,35,44
Vino Alfian,1,2024-08-12 05:03:36,Salah satu aplikasi yg sangat sulit mengganti noe yg sudah hangus padahal itu penting,12,8,2024,5,3,36
Siti Maryamah,5,2024-08-12 01:20:01,Ok,12,8,2024,1,20,1
Leo Leo,1,2024-08-11 13:33:25,Di buka lapak harga jual barang mahal2 banget.sering kecewa jg karna bnyk produk palsu barang tersebut dibeli.,11,8,2024,13,33,25
Indras Drasin,5,2024-08-11 10:59:56,Nyari barang mudah pedagangnya baik2,11,8,2024,10,59,56
Tachrir Udin,5,2024-08-11 10:24:20,sippppppppppp lahhh,11,8,2024,10,24,20
Salehudin Fatah,1,2024-08-11 08:18:56,Mau jadi pelapak tpi kok lebih ribet ya dari aplikasi lain. Akhirnya gak jadi 🙏,11,8,2024,8,18,56
